Clams - Canned,Clams - Canned, | Support = 0.01809409
Onions Granulated,Tea - Apple Green Tea, => Clams - Canned,Puree - Passion Fruit,Relish,Sugar - Individual Portions,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Tea - Apple Green Tea, => Puree - Passion Fruit,Relish,Sugar - Individual Portions,confidence = 1| lift = ∞
Puree - Passion Fruit,Tea - Apple Green Tea, => Clams - Canned,Onions Granulated,Relish,Sugar - Individual Portions,confidence = 2| lift = 4974
Clams - Canned,Puree - Passion Fruit,Tea - Apple Green Tea, => Onions Granulated,Relish,Sugar - Individual Portions,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tea - Apple Green Tea, => Relish,Sugar - Individual Portions,confidence = 1| lift = 1243.5
Relish,Tea - Apple Green Tea, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,confidence = 1| lift = 1243.5
Clams - Canned,Relish,Tea - Apple Green Tea, => Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Relish,Tea - Apple Green Tea, => Puree - Passion Fruit,Sugar - Individual Portions,confidence = 2| lift = 2487
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tea - Apple Green Tea, => Sugar - Individual Portions,confidence = 1| lift = 52.91489
Sugar - Individual Portions,Tea - Apple Green Tea, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,confidence = 1| lift = 1243.5
Clams - Canned,Sugar - Individual Portions,Tea - Apple Green Tea, => Onions Granulated,Puree - Passion Fruit,Relish,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Sugar - Individual Portions,Tea - Apple Green Tea, => Puree - Passion Fruit,Relish,confidence = 2| lift = 4974
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,Tea - Apple Green Tea, => Relish,confidence = 2| lift = 75.36364
Clams - Canned, => Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 0.04444445| lift = ∞
Onions Granulated, => Clams - Canned,Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 0.04651163| lift = ∞
Clams - Canned,Onions Granulated, => Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Puree - Passion Fruit, => Clams - Canned,Onions Granulated,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 0.04347826| lift = ∞
Clams - Canned,Puree - Passion Fruit, => Onions Granulated,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Onions Granulated,Puree - Passion Fruit, => Clams - Canned,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit, => Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Relish, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 0.03030303| lift = 75.36364
Clams - Canned,Relish, => Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Onions Granulated,Relish, => Clams - Canned,Puree - Passion Fruit,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Relish, => Puree - Passion Fruit,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Puree - Passion Fruit,Relish, => Clams - Canned,Onions Granulated,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 2| lift = 4974
Clams - Canned,Puree - Passion Fruit,Relish, => Onions Granulated,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish, => Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 1| lift = 621.75
Sugar - Individual Portions, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned,confidence = 0.04255319| lift = 52.91489
Clams - Canned,Sugar - Individual Portions, => Onions Granulated,Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Onions Granulated,Sugar - Individual Portions, => Clams - Canned,Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Sugar - Individual Portions, => Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Puree - Passion Fruit,Sugar - Individual Portions, => Clams - Canned,Onions Granulated,Relish,Tomato - Peeled Italian Canned,confidence = 1| lift = 2487
Clams - Canned,Puree - Passion Fruit,Sugar - Individual Portions, => Onions Granulated,Relish,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions, => Relish,Tomato - Peeled Italian Canned,confidence = 1| lift = 2487
Relish,Sugar - Individual Portions, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tomato - Peeled Italian Canned,confidence = 1| lift = 1243.5
Clams - Canned,Relish,Sugar - Individual Portions, => Onions Granulated,Puree - Passion Fruit,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Relish,Sugar - Individual Portions, => Puree - Passion Fruit,Tomato - Peeled Italian Canned,confidence = 2| lift = 4974
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions, => Tomato - Peeled Italian Canned,confidence = 1| lift = 69.08334
Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions,confidence = 0.05555556| lift = 69.08334
Clams - Canned,Tomato - Peeled Italian Canned, => Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions,confidence = 2| lift = ∞
Onions Granulated,Tomato - Peeled Italian Canned, => Clams - Canned,Puree - Passion Fruit,Relish,Sugar - Individual Portions,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Tomato - Peeled Italian Canned, => Puree - Passion Fruit,Relish,Sugar - Individual Portions,confidence = 1| lift = ∞
Puree - Passion Fruit,Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Relish,Sugar - Individual Portions,confidence = 2| lift = 4974
Clams - Canned,Puree - Passion Fruit,Tomato - Peeled Italian Canned, => Onions Granulated,Relish,Sugar - Individual Portions,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tomato - Peeled Italian Canned, => Relish,Sugar - Individual Portions,confidence = 1| lift = 1243.5
Relish,Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,confidence = 2| lift = 2487
Clams - Canned,Relish,Tomato - Peeled Italian Canned, => Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Relish,Tomato - Peeled Italian Canned, => Puree - Passion Fruit,Sugar - Individual Portions,confidence = 2| lift = 2487
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned, => Sugar - Individual Portions,confidence = 1| lift = 52.91489
Sugar - Individual Portions,Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,confidence = 0.5| lift = 621.75
Clams - Canned,Sugar - Individual Portions,Tomato - Peeled Italian Canned, => Onions Granulated,Puree - Passion Fruit,Relish,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Sugar - Individual Portions,Tomato - Peeled Italian Canned, => Puree - Passion Fruit,Relish,confidence = 2| lift = 4974
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,Tomato - Peeled Italian Canned, => Relish,confidence = 2| lift = 75.36364
Clams - Canned, => Onions Granulated,Puree - Passion Fruit,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.02222222| lift = ∞
Onions Granulated, => Clams - Canned,Puree - Passion Fruit,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.02325581| lift = ∞
Clams - Canned,Onions Granulated, => Puree - Passion Fruit,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.5| lift = ∞
Puree - Passion Fruit, => Clams - Canned,Onions Granulated,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.02173913| lift = ∞
Clams - Canned,Puree - Passion Fruit, => Onions Granulated,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Onions Granulated,Puree - Passion Fruit, => Clams - Canned,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit, => Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.5| lift = ∞
Relish, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.01515151| lift = 37.68182
Clams - Canned,Relish, => Onions Granulated,Puree - Passion Fruit,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Onions Granulated,Relish, => Clams - Canned,Puree - Passion Fruit,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Relish, => Puree - Passion Fruit,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.5| lift = ∞
Puree - Passion Fruit,Relish, => Clams - Canned,Onions Granulated,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = 2487
Clams - Canned,Puree - Passion Fruit,Relish, => Onions Granulated,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish, => Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.5| lift = 1243.5
Tea - Apple Green Tea, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned,confidence = 0.02040816| lift = 25.37755
Clams - Canned,Tea - Apple Green Tea, => Onions Granulated,Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Onions Granulated,Tea - Apple Green Tea, => Clams - Canned,Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned,confidence = 0.5| lift = ∞
Clams - Canned,Onions Granulated,Tea - Apple Green Tea, => Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned,confidence = 0.5| lift = ∞
Puree - Passion Fruit,Tea - Apple Green Tea, => Clams - Canned,Onions Granulated,Relish,Tomato - Peeled Italian Canned,confidence = 1| lift = 2487
Clams - Canned,Puree - Passion Fruit,Tea - Apple Green Tea, => Onions Granulated,Relish,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tea - Apple Green Tea, => Relish,Tomato - Peeled Italian Canned,confidence = 0.5| lift = 1243.5
Relish,Tea - Apple Green Tea, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tomato - Peeled Italian Canned,confidence = 0.5| lift = 621.75
Clams - Canned,Relish,Tea - Apple Green Tea, => Onions Granulated,Puree - Passion Fruit,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Relish,Tea - Apple Green Tea, => Puree - Passion Fruit,Tomato - Peeled Italian Canned,confidence = 1| lift = 2487
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tea - Apple Green Tea, => Tomato - Peeled Italian Canned,confidence = 0.5| lift = 34.54167
Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tea - Apple Green Tea,confidence = 0.02777778| lift = 34.54167
Clams - Canned,Tomato - Peeled Italian Canned, => Onions Granulated,Puree - Passion Fruit,Relish,Tea - Apple Green Tea,confidence = 1| lift = ∞
Onions Granulated,Tomato - Peeled Italian Canned, => Clams - Canned,Puree - Passion Fruit,Relish,Tea - Apple Green Tea,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Tomato - Peeled Italian Canned, => Puree - Passion Fruit,Relish,Tea - Apple Green Tea,confidence = 0.5| lift = ∞
Puree - Passion Fruit,Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Relish,Tea - Apple Green Tea,confidence = 1| lift = 2487
Clams - Canned,Puree - Passion Fruit,Tomato - Peeled Italian Canned, => Onions Granulated,Relish,Tea - Apple Green Tea,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tomato - Peeled Italian Canned, => Relish,Tea - Apple Green Tea,confidence = 0.5| lift = 621.75
Relish,Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tea - Apple Green Tea,confidence = 1| lift = 1243.5
Clams - Canned,Relish,Tomato - Peeled Italian Canned, => Onions Granulated,Puree - Passion Fruit,Tea - Apple Green Tea,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Relish,Tomato - Peeled Italian Canned, => Puree - Passion Fruit,Tea - Apple Green Tea,confidence = 1| lift = 2487
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned, => Tea - Apple Green Tea,confidence = 0.5| lift = 25.37755
Tea - Apple Green Tea,Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,confidence = 1| lift = 1243.5
Clams - Canned,Tea - Apple Green Tea,Tomato - Peeled Italian Canned, => Onions Granulated,Puree - Passion Fruit,Relish,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Tea - Apple Green Tea,Tomato - Peeled Italian Canned, => Puree - Passion Fruit,Relish,confidence = 1| lift = 2487
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tea - Apple Green Tea,Tomato - Peeled Italian Canned, => Relish,confidence = 1| lift = 37.68182
Clams - Canned, => Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.04444445| lift = ∞
Onions Granulated, => Clams - Canned,Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.04651163| lift = ∞
Clams - Canned,Onions Granulated, => Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Puree - Passion Fruit, => Clams - Canned,Onions Granulated,Relish,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.04347826| lift = ∞
Clams - Canned,Puree - Passion Fruit, => Onions Granulated,Relish,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Onions Granulated,Puree - Passion Fruit, => Clams - Canned,Relish,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit, => Relish,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Relish, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.03030303| lift = ∞
Clams - Canned,Relish, => Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Onions Granulated,Relish, => Clams - Canned,Puree - Passion Fruit,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Relish, => Puree - Passion Fruit,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Puree - Passion Fruit,Relish, => Clams - Canned,Onions Granulated,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Puree - Passion Fruit,Relish, => Onions Granulated,Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish, => Sugar - Individual Portions,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Sugar - Individual Portions, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 0.04255319| lift = 105.8298
Clams - Canned,Sugar - Individual Portions, => Onions Granulated,Puree - Passion Fruit,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Onions Granulated,Sugar - Individual Portions, => Clams - Canned,Puree - Passion Fruit,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Sugar - Individual Portions, => Puree - Passion Fruit,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Puree - Passion Fruit,Sugar - Individual Portions, => Clams - Canned,Onions Granulated,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Clams - Canned,Puree - Passion Fruit,Sugar - Individual Portions, => Onions Granulated,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions, => Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Relish,Sugar - Individual Portions, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = 2487
Clams - Canned,Relish,Sugar - Individual Portions, => Onions Granulated,Puree - Passion Fruit,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Relish,Sugar - Individual Portions, => Puree - Passion Fruit,Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions, => Tea - Apple Green Tea,Tomato - Peeled Italian Canned,confidence = 1| lift = 2487
Tea - Apple Green Tea, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 0.04081633| lift = 50.7551
Clams - Canned,Tea - Apple Green Tea, => Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Onions Granulated,Tea - Apple Green Tea, => Clams - Canned,Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Clams - Canned,Onions Granulated,Tea - Apple Green Tea, => Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Puree - Passion Fruit,Tea - Apple Green Tea, => Clams - Canned,Onions Granulated,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Puree - Passion Fruit,Tea - Apple Green Tea, => Onions Granulated,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tea - Apple Green Tea, => Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 1| lift = ∞
Relish,Tea - Apple Green Tea, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 1| lift = 2487
Clams - Canned,Relish,Tea - Apple Green Tea, => Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Relish,Tea - Apple Green Tea, => Puree - Passion Fruit,Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tea - Apple Green Tea, => Sugar - Individual Portions,Tomato - Peeled Italian Canned,confidence = 1| lift = 621.75
Sugar - Individual Portions,Tea - Apple Green Tea, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned,confidence = 1| lift = 1243.5
Clams - Canned,Sugar - Individual Portions,Tea - Apple Green Tea, => Onions Granulated,Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Sugar - Individual Portions,Tea - Apple Green Tea, => Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,Tea - Apple Green Tea, => Relish,Tomato - Peeled Italian Canned,confidence = 2| lift = 4974
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tea - Apple Green Tea, => Tomato - Peeled Italian Canned,confidence = 1| lift = 69.08334
Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tea - Apple Green Tea,confidence = 0.05555556| lift = 69.08334
Clams - Canned,Tomato - Peeled Italian Canned, => Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tea - Apple Green Tea,confidence = 2| lift = ∞
Onions Granulated,Tomato - Peeled Italian Canned, => Clams - Canned,Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tea - Apple Green Tea,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Tomato - Peeled Italian Canned, => Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tea - Apple Green Tea,confidence = 1| lift = ∞
Puree - Passion Fruit,Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Relish,Sugar - Individual Portions,Tea - Apple Green Tea,confidence = 2| lift = ∞
Clams - Canned,Puree - Passion Fruit,Tomato - Peeled Italian Canned, => Onions Granulated,Relish,Sugar - Individual Portions,Tea - Apple Green Tea,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tomato - Peeled Italian Canned, => Relish,Sugar - Individual Portions,Tea - Apple Green Tea,confidence = 1| lift = ∞
Relish,Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,Tea - Apple Green Tea,confidence = 2| lift = 4974
Clams - Canned,Relish,Tomato - Peeled Italian Canned, => Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,Tea - Apple Green Tea,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Relish,Tomato - Peeled Italian Canned, => Puree - Passion Fruit,Sugar - Individual Portions,Tea - Apple Green Tea,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tomato - Peeled Italian Canned, => Sugar - Individual Portions,Tea - Apple Green Tea,confidence = 1| lift = 1243.5
Sugar - Individual Portions,Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tea - Apple Green Tea,confidence = 0.5| lift = 621.75
Clams - Canned,Sugar - Individual Portions,Tomato - Peeled Italian Canned, => Onions Granulated,Puree - Passion Fruit,Relish,Tea - Apple Green Tea,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Sugar - Individual Portions,Tomato - Peeled Italian Canned, => Puree - Passion Fruit,Relish,Tea - Apple Green Tea,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Sugar - Individual Portions,Tomato - Peeled Italian Canned, => Relish,Tea - Apple Green Tea,confidence = 2| lift = 2487
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions,Tomato - Peeled Italian Canned, => Tea - Apple Green Tea,confidence = 1| lift = 50.7551
Tea - Apple Green Tea,Tomato - Peeled Italian Canned, => Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions,confidence = 2| lift = 2487
Clams - Canned,Tea - Apple Green Tea,Tomato - Peeled Italian Canned, => Onions Granulated,Puree - Passion Fruit,Relish,Sugar - Individual Portions,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Tea - Apple Green Tea,Tomato - Peeled Italian Canned, => Puree - Passion Fruit,Relish,Sugar - Individual Portions,confidence = 2| lift = ∞
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Tea - Apple Green Tea,Tomato - Peeled Italian Canned, => Relish,Sugar - Individual Portions,confidence = 2| lift = 2487
Clams - Canned,Onions Granulated,Puree - Passion Fruit,Relish,Tea - Apple Green Tea,Tomato - Peeled Italian Canned, => Sugar - Individual Portions,confidence = 2| lift = 105.8298
